Order ID;Order Date;Ship Date;Ship Code;Customer ID;Postal Code;Product ID;Sales;Quantity;Discount;Profit
CA-2014-131947;17-9-2014;22-9-2014;SC_03;JA-15970;97477;TEC-AC-10004633;55,92;10;0,2;16,776
CA-2016-152520;8-7-2016;12-7-2016;SC_03;TH-21115;2908;OFF-PA-10000289;12,96;2;0;6,2208
CA-2016-101791;27-5-2016;31-5-2016;SC_03;BS-11665;60623;FUR-FU-10003247;25,176;3;0,6;-33,3582
CA-2016-101791;27-5-2016;31-5-2016;SC_03;BS-11665;60623;FUR-FU-10002191;5,584;2;0,6;-1,6752
CA-2016-101791;27-5-2016;31-5-2016;SC_03;BS-11665;60623;OFF-ST-10001496;1297,368;9;0,2;97,3026
CA-2017-121195;24-12-2017;27-12-2017;SC_02;NS-18505;75220;OFF-ST-10000585;264,32;2;0,2;19,824
CA-2017-163209;3-5-2017;7-5-2017;SC_03;MK-18160;94122;OFF-PA-10001166;25,92;4;0;12,4416
CA-2017-163209;3-5-2017;7-5-2017;SC_03;MK-18160;94122;OFF-AR-10003651;22,96;7;0;6,6584
CA-2014-133354;22-2-2014;24-2-2014;SC_02;SA-20830;92553;OFF-PA-10001800;19,44;3;0;9,3312
US-2015-130491;8-2-2015;11-2-2015;SC_02;BH-11710;67846;OFF-PA-10000791;9,54;2;0;4,293
US-2015-130491;8-2-2015;11-2-2015;SC_02;BH-11710;67846;OFF-FA-10000134;5,81;1;0;1,8011
US-2015-130491;8-2-2015;11-2-2015;SC_02;BH-11710;67846;OFF-AR-10001149;5,76;2;0;1,728
CA-2015-113740;24-8-2015;28-8-2015;SC_04;SC-20380;10035;FUR-FU-10000010;14,91;3;0;4,6221
CA-2014-148425;30-11-2014;4-12-2014;SC_03;RF-19345;32839;OFF-BI-10000201;6,642;9;0,7;-4,428
CA-2016-144309;10-12-2016;16-12-2016;SC_03;CM-12235;13601;OFF-PA-10001776;18,54;2;0;8,7138
CA-2016-144309;10-12-2016;16-12-2016;SC_03;CM-12235;13601;OFF-BI-10003656;679,96;5;0,2;220,987
CA-2017-151225;27-10-2017;29-10-2017;SC_02;JM-15655;90032;FUR-TA-10001539;189,576;1;0,2;9,4788
CA-2017-151225;27-10-2017;29-10-2017;SC_02;JM-15655;90032;TEC-PH-10004100;71,96;5;0,2;7,196
US-2014-144078;25-11-2014;29-11-2014;SC_03;RB-19435;90004;TEC-PH-10001580;539,92;5;0,2;47,243
US-2014-144078;25-11-2014;29-11-2014;SC_03;RB-19435;90004;FUR-CH-10002335;725,344;4;0,2;54,4008
US-2014-144078;25-11-2014;29-11-2014;SC_03;RB-19435;90004;OFF-AR-10004707;7,44;3;0;2,604
CA-2014-124464;14-7-2014;20-7-2014;SC_03;SS-20515;19711;OFF-AP-10000576;39,48;1;0;11,0544
CA-2015-136805;23-5-2015;27-5-2015;SC_04;NM-18445;48234;OFF-AP-10001394;850,5;5;0,1;245,7
CA-2015-136805;23-5-2015;27-5-2015;SC_04;NM-18445;48234;FUR-FU-10003724;75,33;9;0;19,5858
US-2015-159499;21-11-2015;23-11-2015;SC_04;EM-14095;85023;OFF-AP-10002867;325,632;6;0,2;28,4928
US-2015-159499;21-11-2015;23-11-2015;SC_04;EM-14095;85023;TEC-AC-10002718;23,344;2;0,2;-1,459
US-2015-159499;21-11-2015;23-11-2015;SC_04;EM-14095;85023;OFF-LA-10003121;16,52;5;0,2;5,369
CA-2014-162089;30-3-2014;1-4-2014;SC_02;MP-17470;78521;OFF-EN-10002230;335,72;5;0,2;113,3055
CA-2014-162089;30-3-2014;1-4-2014;SC_02;MP-17470;78521;TEC-PH-10001819;251,944;7;0,2;88,1804
CA-2014-162089;30-3-2014;1-4-2014;SC_02;MP-17470;78521;FUR-CH-10002304;127,302;7;0,3;-9,093
US-2017-158526;29-12-2017;1-1-2018;SC_04;KH-16360;40214;FUR-CH-10002602;1207,84;8;0;314,0384
US-2017-158526;29-12-2017;1-1-2018;SC_04;KH-16360;40214;OFF-BI-10002414;12,53;1;0;5,8891
US-2017-158526;29-12-2017;1-1-2018;SC_04;KH-16360;40214;OFF-AR-10003696;34,58;1;0;10,0282
US-2017-158526;29-12-2017;1-1-2018;SC_04;KH-16360;40214;FUR-CH-10004495;300,98;1;0;87,2842
US-2017-158526;29-12-2017;1-1-2018;SC_04;KH-16360;40214;FUR-CH-10001270;258,75;3;0;77,625
CA-2017-104885;2-3-2017;8-3-2017;SC_03;DB-13555;19711;OFF-AR-10001615;59,52;3;0;15,4752
CA-2017-104885;2-3-2017;8-3-2017;SC_03;DB-13555;19711;OFF-EN-10003286;57,96;7;0;27,2412
CA-2017-104885;2-3-2017;8-3-2017;SC_03;DB-13555;19711;FUR-BO-10003660;441,96;2;0;101,6508
CA-2017-104885;2-3-2017;8-3-2017;SC_03;DB-13555;19711;OFF-PA-10002764;68,04;6;0;33,3396
US-2016-157490;6-10-2016;7-10-2016;SC_02;LB-16795;81001;TEC-MA-10001695;703,71;6;0,7;-938,28
US-2016-157490;6-10-2016;7-10-2016;SC_02;LB-16795;81001;OFF-BI-10002824;17,904;4;0,7;-14,92
US-2016-157490;6-10-2016;7-10-2016;SC_02;LB-16795;81001;OFF-BI-10002571;11,976;4;0,7;-9,1816
US-2016-157490;6-10-2016;7-10-2016;SC_02;LB-16795;81001;TEC-AC-10001553;67,96;5;0,2;0,8495
CA-2015-161452;5-4-2015;11-4-2015;SC_03;CA-11965;90036;FUR-CH-10003973;892,224;3;0,2;89,2224
US-2014-115196;9-9-2014;13-9-2014;SC_03;DL-12925;27834;TEC-MA-10002073;1299,99;2;0,5;-571,9956
CA-2016-138968;15-3-2016;16-3-2016;SC_02;FC-14335;94110;OFF-BI-10003529;4,544;2;0,2;1,6472
CA-2016-138968;15-3-2016;16-3-2016;SC_02;FC-14335;94110;FUR-CH-10000309;1352,032;4;0,2;84,502
CA-2015-101889;27-12-2015;31-12-2015;SC_03;DB-13120;43302;FUR-TA-10004154;1548,99;9;0,4;-464,697
CA-2015-101889;27-12-2015;31-12-2015;SC_03;DB-13120;43302;OFF-EN-10003286;19,872;3;0,2;6,7068
CA-2017-110821;7-8-2017;8-8-2017;SC_02;CK-12205;75081;TEC-AC-10001552;119,448;3;0,2;-13,4379
CA-2017-110821;7-8-2017;8-8-2017;SC_02;CK-12205;75081;OFF-ST-10002790;118,16;2;0,2;-25,109
CA-2015-121552;22-3-2015;27-3-2015;SC_03;FW-14395;35810;OFF-AR-10003217;19,56;4;0;5,4768
CA-2015-107685;30-11-2015;2-12-2015;SC_04;JM-15865;89115;FUR-FU-10002813;80,96;4;0;29,1456
CA-2015-107685;30-11-2015;2-12-2015;SC_04;JM-15865;89115;OFF-PA-10003848;25,92;4;0;12,4416
US-2014-120740;15-4-2014;15-4-2014;SC_01;PS-18970;90049;OFF-AP-10000240;106,96;2;0;31,0184
US-2014-120740;15-4-2014;15-4-2014;SC_01;PS-18970;90049;FUR-FU-10004091;187,76;4;0;76,9816
CA-2017-155740;30-7-2017;2-8-2017;SC_02;TC-21475;44107;OFF-BI-10001071;76,776;4;0,7;-53,7432
CA-2017-146493;1-6-2017;5-6-2017;SC_03;CV-12805;68025;OFF-BI-10003676;53,9;5;0;25,872
CA-2014-105417;7-1-2014;12-1-2014;SC_03;VS-21820;77340;FUR-FU-10004864;76,728;3;0,6;-53,7096
CA-2014-105417;7-1-2014;12-1-2014;SC_03;VS-21820;77340;OFF-BI-10003708;10,43;7;0,8;-18,2525
US-2017-141509;29-9-2017;1-10-2017;SC_02;SC-20575;90036;OFF-AR-10002067;99,2;5;0;25,792
CA-2017-139493;13-9-2017;19-9-2017;SC_03;SG-20605;28806;OFF-AR-10003158;15,92;5;0,2;2,786
CA-2014-151967;22-10-2014;26-10-2014;SC_03;NB-18580;71111;FUR-FU-10000193;129,92;4;0;10,3936
US-2016-140158;4-10-2016;8-10-2016;SC_03;DR-12940;2908;OFF-BI-10000977;30,4;1;0;13,984
US-2016-140158;4-10-2016;8-10-2016;SC_03;DR-12940;2908;TEC-CO-10001449;5399,91;9;0;2591,9568
US-2016-140158;4-10-2016;8-10-2016;SC_03;DR-12940;2908;OFF-ST-10000136;119,1;3;0;34,539
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;OFF-PA-10000743;40,08;6;0;19,2384
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;OFF-PA-10001019;59,94;3;0;28,1718
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;TEC-AC-10003095;259,98;2;0;88,3932
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;FUR-BO-10002916;170,98;1;0;32,4862
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;FUR-FU-10002506;38,97;3;0;4,6764
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;OFF-PA-10003823;154,9;5;0;69,705
CA-2015-130974;27-11-2015;29-11-2015;SC_04;MA-17560;2149;FUR-TA-10004619;446,068;4;0,3;0
CA-2017-133487;6-5-2017;9-5-2017;SC_04;TS-21655;91730;OFF-AP-10001271;152,94;3;0;41,2938
CA-2014-142951;8-10-2014;8-10-2014;SC_01;JG-15115;28205;TEC-AC-10002331;23,472;3;0,2;4,9878
CA-2014-133592;31-12-2014;7-1-2015;SC_03;KM-16375;2908;OFF-PA-10003228;195,64;4;0;91,9508
CA-2014-133592;31-12-2014;7-1-2015;SC_03;KM-16375;2908;OFF-PA-10002586;14,94;3;0;7,0218
CA-2014-133592;31-12-2014;7-1-2015;SC_03;KM-16375;2908;TEC-AC-10002049;1687,8;4;0;742,632
CA-2014-133592;31-12-2014;7-1-2015;SC_03;KM-16375;2908;FUR-BO-10000362;341,96;2;0;78,6508
CA-2014-133592;31-12-2014;7-1-2015;SC_03;KM-16375;2908;FUR-CH-10004218;605,88;6;0;151,47
CA-2015-120782;28-4-2015;1-5-2015;SC_02;SD-20485;48640;OFF-AP-10003779;186,732;1;0,1;41,496
CA-2015-120782;28-4-2015;1-5-2015;SC_02;SD-20485;48640;OFF-BI-10003527;3812,97;3;0;1906,485
CA-2015-116876;14-2-2015;21-2-2015;SC_03;TT-21070;14609;OFF-BI-10002897;26,424;9;0,2;9,5787
CA-2015-116876;14-2-2015;21-2-2015;SC_03;TT-21070;14609;TEC-PH-10002584;625,99;1;0;187,797
CA-2016-169838;25-11-2016;29-11-2016;SC_03;BB-11545;49201;FUR-TA-10001095;1568,61;9;0;329,4081
CA-2016-169838;25-11-2016;29-11-2016;SC_03;BB-11545;49201;OFF-BI-10004002;17,3;1;0;8,304
CA-2016-169838;25-11-2016;29-11-2016;SC_03;BB-11545;49201;TEC-AC-10004518;160;8;0;62,4
US-2017-128951;15-7-2017;17-7-2017;SC_02;RS-19420;23434;OFF-AP-10002191;179,94;3;0;50,3832
US-2017-128951;15-7-2017;17-7-2017;SC_02;RS-19420;23434;FUR-TA-10004575;872,94;3;0;157,1292
US-2017-128951;15-7-2017;17-7-2017;SC_02;RS-19420;23434;OFF-PA-10003177;12,96;2;0;6,2208
CA-2014-102330;29-12-2014;3-1-2015;SC_03;AI-10855;94513;OFF-LA-10003923;88,8;6;0;44,4
CA-2014-102330;29-12-2014;3-1-2015;SC_03;AI-10855;94513;TEC-PH-10001051;319,968;4;0,2;35,9964
CA-2016-118899;22-3-2016;22-3-2016;SC_01;MC-17275;98103;FUR-CH-10004754;167,888;7;0,2;14,6902
CA-2017-107958;2-7-2017;5-7-2017;SC_02;AH-10120;77036;OFF-PA-10000357;163,96;5;0,2;59,4355
CA-2017-107958;2-7-2017;5-7-2017;SC_02;AH-10120;77036;OFF-BI-10001787;5,232;4;0,8;-8,1096
CA-2017-151799;14-12-2017;18-12-2017;SC_03;BF-11170;1841;TEC-CO-10002313;1199,98;2;0;467,9922
CA-2017-151799;14-12-2017;18-12-2017;SC_03;BF-11170;1841;OFF-ST-10002790;73,85;1;0;2,2155
CA-2017-151799;14-12-2017;18-12-2017;SC_03;BF-11170;1841;OFF-SU-10001664;25,71;3;0;6,6846
CA-2017-151799;14-12-2017;18-12-2017;SC_03;BF-11170;1841;OFF-FA-10001332;17,28;6;0;8,1216
CA-2017-151799;14-12-2017;18-12-2017;SC_03;BF-11170;1841;FUR-TA-10003473;526,582;2;0,3;-52,6582
CA-2016-114601;26-8-2016;2-9-2016;SC_03;AA-10480;48234;OFF-PA-10000605;11,56;2;0;5,6644
CA-2016-114601;26-8-2016;2-9-2016;SC_03;AA-10480;48234;TEC-PH-10002170;209,97;3;0;58,7916
CA-2016-114601;26-8-2016;2-9-2016;SC_03;AA-10480;48234;FUR-TA-10004147;447,84;4;0;98,5248
CA-2016-114601;26-8-2016;2-9-2016;SC_03;AA-10480;48234;TEC-AC-10003911;479,97;3;0;163,1898
CA-2016-114601;26-8-2016;2-9-2016;SC_03;AA-10480;48234;OFF-AR-10002578;8,64;3;0;2,5056
CA-2017-100237;15-10-2017;19-10-2017;SC_03;SV-20815;84057;OFF-AR-10001761;11,68;2;0;4,2048
CA-2014-139542;25-10-2014;29-10-2014;SC_03;EH-14185;19120;TEC-AC-10001553;40,776;3;0,2;0,5097
CA-2014-139542;25-10-2014;29-10-2014;SC_03;EH-14185;19120;OFF-BI-10000309;13,698;3;0,7;-9,5886
US-2015-142811;2-4-2015;7-4-2015;SC_03;JL-15850;85204;TEC-PH-10003095;87,8;5;0,2;32,925
CA-2017-139353;28-10-2017;30-10-2017;SC_04;JM-15250;28314;FUR-FU-10001876;77,952;3;0,2;15,5904
CA-2017-139353;28-10-2017;30-10-2017;SC_04;JM-15250;28314;OFF-ST-10001522;147,184;2;0,2;-29,4368
CA-2017-139353;28-10-2017;30-10-2017;SC_04;JM-15250;28314;OFF-PA-10000300;47,952;3;0,2;16,1838
CA-2014-150203;5-12-2014;7-12-2014;SC_02;JB-15925;90032;OFF-AP-10001469;250,26;6;0;72,5754
US-2017-101518;3-11-2017;8-11-2017;SC_03;PB-19105;19140;TEC-AC-10001553;40,776;3;0,2;0,5097
CA-2015-149636;6-1-2015;12-1-2015;SC_03;SP-20620;80906;OFF-PA-10004041;29,6;5;0,2;9,25
CA-2015-149636;6-1-2015;12-1-2015;SC_03;SP-20620;80906;OFF-BI-10002764;1,938;2;0,7;-1,3566
US-2017-146213;9-9-2017;14-9-2017;SC_03;MC-17605;90032;TEC-AC-10001114;159,96;4;0;51,1872
CA-2015-108588;5-1-2015;10-1-2015;SC_03;BG-11695;10009;OFF-AR-10001615;59,52;3;0;15,4752
CA-2015-108588;5-1-2015;10-1-2015;SC_03;BG-11695;10009;OFF-EN-10000461;17,48;2;0;8,2156
CA-2015-108588;5-1-2015;10-1-2015;SC_03;BG-11695;10009;OFF-BI-10004506;13,168;2;0,2;4,6088
US-2017-138086;16-4-2017;20-4-2017;SC_03;JO-15550;94109;OFF-AP-10000027;40,74;3;0;12,222
