Order ID;Order Date;Ship Date;Ship Code;Customer ID;Postal Code;Product ID;Sales;Quantity;Discount;Profit
US-2022-150630;17-9-2022;21-9-2022;SC_03;TB-21520;19140;OFF-BI-10001525;293,96;6;0,7;-5,715
US-2022-150630;17-9-2022;21-9-2022;SC_03;TB-21520;19140;OFF-AR-10001683;294,96;2;0,2;3,546
CA-2018-107727;19-10-2018;23-10-2018;SC_04;MA-17560;77095;OFF-PA-10000249;295,96;3;0,2;9,9468
CA-2019-117590;8-12-2016;10-12-2016;SC_02;GH-14485;75080;TEC-PH-10004977;296,96;7;0,2;123,4737
CA-2019-117590;8-12-2016;10-12-2016;SC_02;GH-14485;75080;FUR-FU-10003664;297,96;5;0,6;-147,963
CA-2022-117415;27-12-2022;31-12-2022;SC_03;SN-20710;77041;OFF-EN-10002986;298,96;9;0,2;35,415
CA-2022-117415;27-12-2022;31-12-2022;SC_03;SN-20710;77041;FUR-BO-10002545;299,96;3;0,32;-46,9764
CA-2022-117415;27-12-2022;31-12-2022;SC_03;SN-20710;77041;FUR-CH-10004218;300,96;3;0,3;-15,147
CA-2022-117415;27-12-2022;31-12-2022;SC_03;SN-20710;77041;TEC-PH-10000486;301,96;4;0,2;41,7564
CA-2018-120999;10-9-2018;15-9-2018;SC_03;LC-16930;60540;TEC-PH-10004093;302,96;4;0,2;16,5564
CA-2019-101343;17-7-2016;22-7-2016;SC_03;RA-19885;90049;OFF-ST-10003479;303,96;2;0;3,894
CA-2018-139619;19-9-2018;23-9-2018;SC_03;ES-14080;32935;OFF-ST-10003282;304,96;2;0,2;9,5616
CA-2019-118255;11-3-2016;13-3-2016;SC_02;ON-18715;55122;TEC-AC-10000171;305,96;2;0;19,7714
CA-2019-118255;11-3-2016;13-3-2016;SC_02;ON-18715;55122;OFF-BI-10003291;306,96;2;0;8,2062
CA-2030-146703;20-10-2030;25-10-2030;SC_04;PO-18865;48185;OFF-ST-10001713;307,96;4;0;8,4784
CA-2019-169194;20-6-2016;25-6-2016;SC_03;LH-16900;19901;TEC-AC-10002167;308,96;3;0;4,95
CA-2019-169194;20-6-2016;25-6-2016;SC_03;LH-16900;19901;TEC-PH-10003988;309,96;2;0;6,104
CA-2022-115742;18-4-2022;22-4-2022;SC_03;DP-13000;47150;OFF-BI-10004410;310,96;6;0;17,9634
CA-2022-115742;18-4-2022;22-4-2022;SC_03;DP-13000;47150;OFF-LA-10002762;311,96;6;0;35,3346
CA-2022-115742;18-4-2022;22-4-2022;SC_03;DP-13000;47150;FUR-FU-10001706;312,96;2;0;2,9568
CA-2022-115742;18-4-2022;22-4-2022;SC_03;DP-13000;47150;FUR-CH-10003061;313,96;1;0;17,0981
CA-2019-105816;11-12-2016;17-12-2016;SC_03;JM-15265;10024;OFF-FA-10000304;314,96;7;0;6,2566
CA-2019-105816;11-12-2016;17-12-2016;SC_03;JM-15265;10024;TEC-PH-10002447;315,96;5;0;298,6855
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;OFF-ST-10000604;316,96;6;0;52,14
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;OFF-PA-10001569;317,96;5;0;15,552
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;FUR-CH-10003968;318,96;5;0,1;7,098
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;OFF-PA-10000587;319,96;2;0;6,9888
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;TEC-AC-10002167;320,96;2;0;3,3
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;OFF-BI-10001460;321,96;4;0,2;16,362
CA-2019-111682;17-6-2016;18-6-2016;SC_02;TB-21055;12180;OFF-AR-10001868;322,96;1;0;0,84
CA-2022-135545;24-11-2022;30-11-2022;SC_03;KM-16720;90004;TEC-AC-10004633;323,96;2;0;6,1512
CA-2022-135545;24-11-2022;30-11-2022;SC_03;KM-16720;90004;OFF-BI-10001078;324,96;6;0,2;9,3612
CA-2022-135545;24-11-2022;30-11-2022;SC_03;KM-16720;90004;OFF-PA-10003892;325,96;3;0;68,9631
CA-2022-135545;24-11-2022;30-11-2022;SC_03;KM-16720;90004;FUR-FU-10000397;326,96;4;0;22,3328
US-2022-164175;30-4-2022;5-5-2022;SC_03;PS-18970;60610;FUR-CH-10001146;327,96;5;0,3;-15,2225
CA-2030-106376;5-12-2030;10-12-2030;SC_03;BS-11590;85234;OFF-AR-10002671;328,96;8;0,2;111,3024
CA-2030-106376;5-12-2030;10-12-2030;SC_03;BS-11590;85234;TEC-PH-10002726;329,96;4;0,2;62,988
CA-2019-119823;4-6-2016;6-6-2016;SC_02;KD-16270;22153;OFF-PA-10000482;330,96;2;0;
CA-2019-106075;18-9-2016;23-9-2016;SC_03;HM-14980;10009;OFF-BI-10004654;331,96;1;0,2;1,731
CA-2018-114440;14-9-2018;17-9-2018;SC_04;TB-21520;49201;OFF-PA-10004675;332,96;3;0;8,763
US-2022-134026;26-4-2022;2-5-2022;SC_03;JE-15745;38109;FUR-CH-10000513;333,96;8;0,2;-114,3912
US-2022-134026;26-4-2022;2-5-2022;SC_03;JE-15745;38109;FUR-FU-10003708;334,96;2;0,2;1,213
US-2022-134026;26-4-2022;2-5-2022;SC_03;JE-15745;38109;OFF-ST-10004123;335,96;1;0,2;-18,196
US-2018-118038;9-12-2018;11-12-2018;SC_02;KB-16600;77041;OFF-BI-10004182;336,96;3;0,8;-1,9344
US-2018-118038;9-12-2018;11-12-2018;SC_02;KB-16600;77041;FUR-FU-10000260;337,96;3;0,6;-5,8248
US-2018-118038;9-12-2018;11-12-2018;SC_02;KB-16600;77041;OFF-ST-10000615;338,96;3;0,2;2,724
US-2030-147606;26-11-2030;1-12-2030;SC_04;JE-15745;77070;FUR-FU-10003194;339,96;5;0,6;-14,475
CA-2019-127208;12-6-2016;15-6-2016;SC_02;SC-20770;35601;OFF-AP-10002118;340,96;1;0;56,2032
CA-2019-127208;12-6-2016;15-6-2016;SC_02;SC-20770;35601;OFF-BI-10002309;341,96;3;0;8,0352
CA-2030-139451;12-10-2030;16-10-2030;SC_03;DN-13690;94122;OFF-AR-10002053;342,96;5;0;4,172
CA-2030-139451;12-10-2030;16-10-2030;SC_03;DN-13690;94122;OFF-ST-10002370;343,96;1;0;6,2031
CA-2022-149734;3-9-2022;8-9-2022;SC_03;JC-16105;27707;OFF-EN-10000927;344,96;7;0,2;62,8075
US-2018-119662;13-11-2018;16-11-2018;SC_02;CS-12400;60623;OFF-ST-10003656;345,96;3;0,2;-48,9549
CA-2018-140088;28-5-2018;30-5-2018;SC_04;PO-18865;29203;FUR-CH-10000863;346,96;2;0;33,2156
CA-2018-155558;26-10-2018;2-11-2018;SC_03;PG-18895;55901;TEC-AC-10001998;347,96;1;0;6,7966
CA-2018-155558;26-10-2018;2-11-2018;SC_03;PG-18895;55901;OFF-LA-10000134;348,96;2;0;2,9568
CA-2019-159695;5-4-2016;10-4-2016;SC_04;GM-14455;77095;OFF-ST-10003442;349,96;7;0,2;13,8572
CA-2019-109806;17-9-2016;22-9-2016;SC_03;JS-15685;90036;OFF-AR-10004930;350,96;3;0;6,633
CA-2019-109806;17-9-2016;22-9-2016;SC_03;JS-15685;90036;TEC-PH-10004093;351,96;2;0,2;8,2782
CA-2019-109806;17-9-2016;22-9-2016;SC_03;JS-15685;90036;OFF-PA-10000304;352,96;1;0;3,1104
CA-2022-149587;31-1-2022;5-2-2022;SC_04;KB-16315;55407;OFF-PA-10003177;353,96;2;0;6,2208
CA-2022-149587;31-1-2022;5-2-2022;SC_04;KB-16315;55407;FUR-FU-10003799;354,96;3;0;16,5354
CA-2022-149587;31-1-2022;5-2-2022;SC_04;KB-16315;55407;OFF-BI-10002852;355,96;2;0;16,1504
US-2018-109484;6-11-2018;12-11-2018;SC_03;RB-19705;97206;OFF-BI-10004738;356,96;1;0,7;-3,788
CA-2018-161018;9-11-2018;11-11-2018;SC_04;PN-18775;10009;FUR-FU-10000629;357,96;7;0;40,5426
CA-2018-157833;17-6-2018;20-6-2018;SC_02;KD-16345;94122;OFF-BI-10001721;358,96;3;0,2;17,9592
CA-2019-149223;6-9-2016;11-9-2016;SC_03;ER-13855;55106;OFF-AP-10000358;359,96;6;0;22,5852
CA-2019-158568;29-8-2016;2-9-2016;SC_03;RB-19465;60610;OFF-PA-10003256;360,96;7;0,2;22,6184
CA-2019-158568;29-8-2016;2-9-2016;SC_03;RB-19465;60610;TEC-AC-10001767;361,96;3;0,2;-10,7973
CA-2019-158568;29-8-2016;2-9-2016;SC_03;RB-19465;60610;OFF-BI-10002609;1,788;3;0,8;-3,0396
CA-2019-129903;1-12-2016;4-12-2016;SC_04;GZ-14470;55901;OFF-PA-10004040;23,92;4;0;11,7208
US-2022-156867;13-11-2022;17-11-2022;SC_03;LC-16870;80013;TEC-AC-10001552;238,896;6;0,2;-26,8758
US-2022-156867;13-11-2022;17-11-2022;SC_03;LC-16870;80013;FUR-FU-10004006;102,36;3;0,2;-3,8385
US-2022-156867;13-11-2022;17-11-2022;SC_03;LC-16870;80013;OFF-BI-10002794;36,882;3;0,7;-25,8174
CA-2018-119004;23-11-2018;28-11-2018;SC_03;JM-15250;28205;TEC-AC-10003499;74,112;8;0,2;17,6016
CA-2018-119004;23-11-2018;28-11-2018;SC_03;JM-15250;28205;TEC-PH-10002844;27,992;1;0,2;2,0994
CA-2018-119004;23-11-2018;28-11-2018;SC_03;JM-15250;28205;OFF-AR-10000390;3,304;1;0,2;1,0738
CA-2022-129476;15-10-2022;20-10-2022;SC_03;PA-19060;60462;TEC-AC-10000844;339,96;5;0,2;67,992
CA-2018-146780;25-12-2018;30-12-2018;SC_03;CV-12805;10035;FUR-FU-10001934;41,96;2;0;10,9096
CA-2019-128867;3-11-2016;10-11-2016;SC_03;CL-12565;50322;OFF-AR-10000380;75,96;2;0;22,788
CA-2019-128867;3-11-2016;10-11-2016;SC_03;CL-12565;50322;OFF-BI-10003981;27,24;6;0;13,3476
CA-2030-115259;25-8-2030;27-8-2030;SC_04;RC-19960;43229;OFF-FA-10000621;40,096;14;0,2;14,5348
CA-2030-115259;25-8-2030;27-8-2030;SC_04;RC-19960;43229;OFF-EN-10002600;4,72;2;0,2;1,652
CA-2030-115259;25-8-2030;27-8-2030;SC_04;RC-19960;43229;OFF-PA-10004965;23,976;3;0,2;7,4925
CA-2030-115259;25-8-2030;27-8-2030;SC_04;RC-19960;43229;OFF-EN-10002504;130,464;6;0,2;44,0316
CA-2022-110457;2-3-2022;6-3-2022;SC_03;DK-13090;98103;FUR-TA-10001768;787,53;3;0;165,3813
US-2022-136476;5-4-2022;10-4-2022;SC_03;GG-14650;37620;OFF-BI-10003650;157,794;1;0,7;-115,7156
CA-2019-103730;12-6-2016;15-6-2016;SC_02;SC-20725;19805;FUR-FU-10002157;47,04;3;0;18,3456
CA-2019-103730;12-6-2016;15-6-2016;SC_02;SC-20725;19805;OFF-BI-10003910;30,84;4;0;13,878
CA-2019-103730;12-6-2016;15-6-2016;SC_02;SC-20725;19805;OFF-ST-10000777;226,56;6;0;63,4368
CA-2019-103730;12-6-2016;15-6-2016;SC_02;SC-20725;19805;OFF-EN-10002500;115,02;9;0;51,759
CA-2019-103730;12-6-2016;15-6-2016;SC_02;SC-20725;19805;TEC-PH-10003875;68,04;7;0;19,7316
US-2030-152030;26-12-2030;28-12-2030;SC_04;AD-10180;77041;FUR-CH-10004063;600,558;3;0,3;-8,5794
US-2030-134614;20-9-2030;25-9-2030;SC_03;PF-19165;61701;FUR-TA-10004534;617,7;6;0,5;-407,682
US-2018-107272;5-11-2018;12-11-2018;SC_03;TS-21610;85023;OFF-BI-10003274;2,388;2;0,7;-1,8308
US-2018-107272;5-11-2018;12-11-2018;SC_03;TS-21610;85023;OFF-ST-10002974;243,992;7;0,2;30,499
US-2016-125969;6-11-2016;10-11-2016;SC_04;LS-16975;90004;FUR-CH-10001146;81,424;2;0,2;-9,1602
US-2016-125969;6-11-2016;10-11-2016;SC_04;LS-16975;90004;FUR-FU-10003773;238,56;3;0;26,2416
US-2018-164147;2-2-2018;5-2-2018;SC_02;DW-13585;43229;TEC-PH-10002293;59,97;5;0,4;-11,994
US-2018-164147;2-2-2018;5-2-2018;SC_02;DW-13585;43229;OFF-PA-10002377;78,304;2;0,2;29,364
US-2018-164147;2-2-2018;5-2-2018;SC_02;DW-13585;43229;OFF-FA-10002780;21,456;9;0,2;6,9732
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-PA-10001804;20,04;3;0;9,6192
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-PA-10001736;35,44;1;0;16,6568
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-AR-10001149;11,52;4;0;3,456
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-FA-10002988;4,02;2;0;1,9698
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-BI-10004781;76,176;3;0,2;26,6616
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;OFF-SU-10001218;65,88;6;0;18,4464
CA-2019-145583;13-10-2016;19-10-2016;SC_03;LC-16885;95661;FUR-FU-10001706;43,12;14;0;20,6976
CA-2019-110366;5-9-2016;7-9-2016;SC_04;JD-15895;19140;FUR-FU-10004848;82,8;2;0,2;10,35
CA-2018-106180;18-9-2018;23-9-2018;SC_03;SH-19975;94122;OFF-AR-10000940;8,82;3;0;2,3814
CA-2018-106180;18-9-2018;23-9-2018;SC_03;SH-19975;94122;OFF-EN-10004030;10,86;3;0;5,1042
CA-2018-106180;18-9-2018;23-9-2018;SC_03;SH-19975;94122;OFF-PA-10004327;143,7;3;0;68,976
CA-2018-155376;22-12-2018;27-12-2018;SC_03;SG-20080;64055;OFF-AP-10001058;839,43;3;0;218,2518
CA-2022-110744;7-9-2022;12-9-2022;SC_03;HA-14920;91104;OFF-ST-10003656;671,93;7;0;20,1579
CA-2030-110072;22-10-2030;28-10-2030;SC_03;MG-17680;43055;FUR-FU-10000521;93,888;4;0,2;12,9096
CA-2019-114489;5-12-2016;9-12-2016;SC_03;JE-16165;53132;TEC-PH-10000215;384,45;11;0;103,8015
CA-2019-114489;5-12-2016;9-12-2016;SC_03;JE-16165;53132;TEC-PH-10001448;149,97;3;0;5,9988
CA-2019-114489;5-12-2016;9-12-2016;SC_03;JE-16165;53132;FUR-CH-10000454;1951,84;8;0;585,552
CA-2019-114489;5-12-2016;9-12-2016;SC_03;JE-16165;53132;OFF-BI-10002735;171,55;5;0;80,6285
CA-2019-158834;13-3-2016;16-3-2016;SC_02;TW-21025;85254;OFF-AP-10000326;157,92;5;0,2;17,766
CA-2019-158834;13-3-2016;16-3-2016;SC_02;TW-21025;85254;TEC-PH-10001254;203,184;2;0,2;15,2388
CA-2022-124919;31-5-2022;2-6-2022;SC_02;SP-20650;95123;OFF-PA-10001950;58,38;7;0;26,271
CA-2022-124919;31-5-2022;2-6-2022;SC_02;SP-20650;95123;OFF-PA-10002254;105,52;4;0;48,5392
CA-2022-124919;31-5-2022;2-6-2022;SC_02;SP-20650;95123;OFF-ST-10001590;80,88;6;0;21,0288
CA-2022-118948;28-5-2022;3-6-2022;SC_03;NK-18490;98105;OFF-AR-10001547;6,63;3;0;1,7901
CA-2030-104269;1-3-2030;6-3-2030;SC_04;DB-13060;98115;FUR-CH-10004063;457,568;2;0,2;51,4764
CA-2019-114104;20-11-2016;24-11-2016;SC_03;NP-18670;73034;OFF-LA-10002475;14,62;2;0;6,8714
CA-2019-114104;20-11-2016;24-11-2016;SC_03;NP-18670;73034;TEC-PH-10004536;944,93;7;0;236,2325
CA-2019-162733;11-5-2016;12-5-2016;SC_02;TT-21070;90045;OFF-PA-10002751;5,98;1;0;2,691
CA-2022-119697;28-12-2022;31-12-2022;SC_04;EM-13960;19134;TEC-AC-10003657;54,384;2;0,2;1,3596
CA-2019-154508;16-11-2016;20-11-2016;SC_03;RD-19900;88220;OFF-EN-10001990;28,4;5;0;13,348
CA-2019-113817;7-11-2016;11-11-2016;SC_03;MJ-17740;98115;OFF-BI-10004002;27,68;2;0,2;9,688
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;OFF-AR-10004441;9,936;3;0,2;2,7324
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;TEC-MA-10000822;8159,952;8;0,4;-1359,992
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;OFF-ST-10000991;275,928;3;0,2;-58,6347
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;FUR-CH-10004287;1740,06;9;0,3;-24,858
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;OFF-AR-10002656;32,064;6;0,2;6,8136
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;OFF-AP-10002518;177,98;5;0,8;-453,849
CA-2030-139892;8-9-2030;12-9-2030;SC_03;BM-11140;78207;TEC-PH-10003931;143,976;3;0,2;8,9985
CA-2030-118962;5-8-2030;9-8-2030;SC_03;CS-12130;90004;OFF-PA-10000659;20,94;3;0;9,8418
CA-2030-118962;5-8-2030;9-8-2030;SC_03;CS-12130;90004;OFF-PA-10001144;110,96;2;0;53,2608
CA-2030-118962;5-8-2030;9-8-2030;SC_03;CS-12130;90004;FUR-CH-10003817;340,144;7;0,2;21,259
US-2030-100853;14-9-2030;19-9-2030;SC_03;JB-15400;60623;OFF-AP-10000891;52,448;2;0,8;-131,12
US-2030-100853;14-9-2030;19-9-2030;SC_03;JB-15400;60623;OFF-LA-10003148;20,16;4;0,2;6,552
US-2018-152366;21-4-2018;25-4-2018;SC_04;SJ-20500;77036;OFF-AP-10002684;97,264;4;0,8;-243,16
US-2022-101511;21-11-2022;23-11-2022;SC_04;JE-15745;43055;FUR-CH-10004698;396,802;7;0,3;-11,3372
US-2022-101511;21-11-2022;23-11-2022;SC_04;JE-15745;43055;OFF-SU-10002189;15,88;5;0,2;-3,7715
CA-2022-137225;15-12-2022;19-12-2022;SC_03;JK-15640;10009;OFF-AR-10001940;3,28;1;0;1,4104
CA-2030-166191;5-12-2030;9-12-2030;SC_04;DK-13150;62521;OFF-ST-10003455;24,816;2;0,2;1,8612
CA-2030-166191;5-12-2030;9-12-2030;SC_04;DK-13150;62521;TEC-AC-10004659;408,744;7;0,2;76,6395
CA-2030-158274;19-11-2030;24-11-2030;SC_04;RM-19675;71203;TEC-PH-10003273;503,96;4;0;131,0296
CA-2030-158274;19-11-2030;24-11-2030;SC_04;RM-19675;71203;TEC-PH-10004896;149,95;5;0;41,986
CA-2030-158274;19-11-2030;24-11-2030;SC_04;RM-19675;71203;TEC-AC-10002345;29;2;0;7,25
CA-2019-105018;28-11-2016;2-12-2016;SC_03;SK-19990;6824;OFF-BI-10001890;7,16;2;0;3,4368
CA-2030-123260;26-8-2030;30-8-2030;SC_03;FM-14290;90032;TEC-AC-10002323;176,8;8;0;22,984
CA-2019-157000;16-7-2016;22-7-2016;SC_03;AM-10360;75051;OFF-ST-10001328;37,224;3;0,2;3,7224
CA-2019-157000;16-7-2016;22-7-2016;SC_03;AM-10360;75051;OFF-PA-10001950;20,016;3;0,2;6,255
CA-2022-102281;12-10-2022;14-10-2022;SC_02;MP-17470;10035;FUR-BO-10002613;899,136;4;0,2;112,392
CA-2022-102281;12-10-2022;14-10-2022;SC_02;MP-17470;10035;TEC-PH-10001552;71,76;6;0;20,0928
CA-2022-102281;12-10-2022;14-10-2022;SC_02;MP-17470;10035;OFF-PA-10000061;51,84;8;0;24,8832
CA-2022-102281;12-10-2022;14-10-2022;SC_02;MP-17470;10035;FUR-BO-10002545;626,352;3;0,2;46,9764
CA-2022-102281;12-10-2022;14-10-2022;SC_02;MP-17470;10035;OFF-AR-10003514;19,9;5;0;6,567
CA-2022-131457;31-10-2022;6-11-2022;SC_03;MZ-17515;92374;OFF-EN-10001509;14,28;7;0;6,7116
CA-2030-140004;21-3-2030;25-3-2030;SC_03;CB-12025;45011;OFF-AR-10004685;7,408;2;0,2;1,2038
CA-2030-140004;21-3-2030;25-3-2030;SC_03;CB-12025;45011;OFF-AR-10004027;6,048;3;0,2;1,5876
CA-2018-107720;6-11-2018;13-11-2018;SC_03;VM-21685;7090;OFF-ST-10001414;46,26;3;0;12,0276
US-2018-124303;6-7-2018;13-7-2018;SC_03;FH-14365;19120;OFF-BI-10000343;2,946;2;0,7;-2,2586
US-2018-124303;6-7-2018;13-7-2018;SC_03;FH-14365;19120;OFF-PA-10002749;16,056;3;0,2;5,8203
CA-2018-105074;24-6-2018;29-6-2018;SC_03;MB-17305;44312;OFF-PA-10002666;21,744;3;0,2;6,795
CA-2030-133690;3-8-2030;5-8-2030;SC_02;BS-11755;80219;FUR-TA-10004289;218,75;2;0,5;-161,875
CA-2030-133690;3-8-2030;5-8-2030;SC_02;BS-11755;80219;OFF-AP-10003622;2,6;1;0,2;0,2925
US-2018-116701;17-12-2018;21-12-2018;SC_04;LC-17140;75220;OFF-AP-10003217;66,284;2;0,8;-178,9668
CA-2018-126382;3-6-2018;7-6-2018;SC_03;HK-14890;37064;FUR-FU-10002960;35,168;7;0,2;9,6712
CA-2018-108329;9-12-2018;14-12-2018;SC_03;LE-16810;90604;TEC-PH-10001918;444,768;4;0,2;44,4768
CA-2018-135860;1-12-2018;7-12-2018;SC_03;JH-15985;48601;OFF-ST-10000642;83,92;4;0;5,8744
CA-2018-135860;1-12-2018;7-12-2018;SC_03;JH-15985;48601;TEC-PH-10001700;131,98;2;0;35,6346
CA-2018-135860;1-12-2018;7-12-2018;SC_03;JH-15985;48601;OFF-BI-10003274;15,92;4;0;7,4824
CA-2018-135860;1-12-2018;7-12-2018;SC_03;JH-15985;48601;OFF-FA-10000134;52,29;9;0;16,2099
CA-2018-135860;1-12-2018;7-12-2018;SC_03;JH-15985;48601;OFF-ST-10001522;91,99;1;0;3,6796
CA-2022-101007;9-2-2022;13-2-2022;SC_04;MS-17980;75220;TEC-AC-10001266;20,8;2;0,2;6,5
CA-2022-146262;2-1-2022;9-1-2022;SC_03;VW-21775;44256;OFF-LA-10004544;23,68;2;0,2;8,88
CA-2022-146262;2-1-2022;9-1-2022;SC_03;VW-21775;44256;FUR-BO-10004695;452,45;5;0,5;-244,323
CA-2022-146262;2-1-2022;9-1-2022;SC_03;VW-21775;44256;TEC-PH-10002844;62,982;3;0,4;-14,6958
CA-2022-146262;2-1-2022;9-1-2022;SC_03;VW-21775;44256;TEC-MA-10000864;1188;9;0,7;-950,4
CA-2022-146262;2-1-2022;9-1-2022;SC_03;VW-21775;44256;TEC-AC-10000109;89,584;2;0,2;4,4792
CA-2019-130162;28-10-2016;1-11-2016;SC_03;JH-15910;90032;OFF-ST-10001328;93,06;6;0;26,0568
CA-2019-130162;28-10-2016;1-11-2016;SC_03;JH-15910;90032;TEC-PH-10002563;302,376;3;0,2;22,6782
CA-2022-169397;24-12-2022;27-12-2022;SC_02;JB-15925;43017;OFF-FA-10000585;5,584;2;0,2;1,8148
CA-2022-169397;24-12-2022;27-12-2022;SC_02;JB-15925;43017;OFF-PA-10004000;22,704;6;0,2;8,2302
CA-2022-169397;24-12-2022;27-12-2022;SC_02;JB-15925;43017;OFF-BI-10002852;19,776;4;0,7;-13,8432
CA-2022-169397;24-12-2022;27-12-2022;SC_02;JB-15925;43017;FUR-FU-10000087;72,704;4;0,2;19,0848
CA-2022-169397;24-12-2022;27-12-2022;SC_02;JB-15925;43017;TEC-MA-10001148;479,988;4;0,7;-383,9904
